county,location_type,Sex,Age,household_size,education_level,marital_status,has_disability,monthly_income,experienced_shock,mobile_ownership_1,mobile_money_access,barriers_mobile_money,Savings_formal,Savings_informal,Loan_formal,Loan_informal,defaulted,formal_service_use,barriers_bank,prodsum1,fl_score,nfhi_11,nfhi_12,nfhi_13,accessto_13k_1month,not_difficult,financial_status
Kisii,1694,Female,4,2,1,4,0,5000,0,1,0,3,0,0,0,1,1,0,1,1,2,0,0,0,1,0,Worsened
Nyeri,641,Female,5,1,3,4,0,5000,1,1,1,0,1,0,1,0,1,1,0,6,3,1,1,1,1,1,Improved
Kisii,1713,Female,5,2,1,1,1,5000,0,1,1,0,0,0,0,1,1,1,1,2,1,0,0,0,0,0,Stayed the same
Nyandarua,628,Male,3,2,4,4,0,5000,1,1,1,0,1,1,1,1,0,1,0,6,3,1,1,1,1,0,Worsened
Embu,466,Female,4,1,4,1,0,5000,1,1,1,0,1,0,0,0,0,1,0,8,2,1,0,1,1,1,Worsened
Marsabit,300,Female,3,3,1,4,0,5000,0,1,1,0,0,1,0,0,0,1,1,3,2,0,1,0,1,0,Worsened
Taita-Taveta,215,Male,4,2,4,4,0,5000,1,1,1,0,1,1,0,0,0,1,0,11,1,1,1,1,1,0,Improved
Migori,1653,Male,3,1,4,4,0,5000,0,1,1,0,1,0,1,0,0,1,0,12,2,1,1,0,1,1,Improved
West Pokot,883,Male,4,2,3,4,0,5000,1,1,1,0,1,0,0,0,0,1,8,3,3,1,1,1,1,1,Improved
Makueni,568,Male,4,2,1,2,0,5000,0,0,0,7,0,0,0,1,1,0,2,1,3,0,0,1,0,0,Worsened
Siaya,1524,Female,6,3,2,3,0,5000,1,1,1,0,0,0,0,1,0,1,0,3,2,0,0,1,0,0,Stayed the same
Kisumu,1574,Female,2,1,3,1,0,5000,0,0,0,2,0,0,0,0,0,0,2,0,2,0,1,1,0,0,Stayed the same
Migori,1684,Male,3,2,4,4,1,5000,0,1,1,0,1,0,1,0,0,1,0,7,2,1,1,1,1,1,Improved
Wajir,248,Female,6,1,1,3,0,5000,1,1,1,0,0,0,0,1,1,1,1,2,3,0,0,1,1,1,Worsened
Kwale,74,Male,2,2,3,1,0,5000,0,0,0,7,0,0,0,0,0,0,2,0,2,1,1,1,1,0,Improved
Kitui,473,Female,1,3,3,1,0,5000,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,0,Stayed the same
Kiambu,799,Male,3,2,3,4,0,5000,1,1,1,0,1,0,1,0,0,1,0,7,3,1,1,1,1,0,Stayed the same
Nyandarua,610,Male,3,2,2,4,0,5000,1,1,1,0,1,1,1,1,1,1,4,9,2,1,0,0,1,0,Worsened
Machakos,523,Female,2,2,3,4,0,5000,1,1,1,0,1,0,1,0,1,1,1,7,3,1,1,1,0,0,Worsened
Kitui,477,Female,4,3,2,4,0,5000,0,1,1,0,1,1,0,0,0,1,0,6,2,1,1,1,1,1,Stayed the same
Kirinyaga,710,Female,3,2,4,1,0,5000,0,1,1,0,1,0,0,0,0,1,0,6,3,1,1,1,1,1,Improved
Kirinyaga,703,Male,2,1,3,1,0,5000,0,1,1,0,1,0,0,0,0,1,1,2,2,0,1,1,1,0,Improved
Nyamira,1737,Female,2,2,4,1,0,5000,0,1,1,0,1,0,1,0,0,1,0,6,2,1,1,1,0,0,Stayed the same
Kakamega,1373,Male,6,2,1,3,0,5000,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,Stayed the same
Bomet,1315,Male,5,2,3,4,0,5000,0,1,1,0,0,0,1,0,0,1,1,2,3,1,1,1,0,0,Worsened
Kitui,498,Male,4,2,3,4,0,5000,0,1,1,0,1,0,1,1,0,1,0,15,3,1,1,1,1,1,Worsened
Embu,437,Female,1,1,1,1,0,5000,0,0,1,7,0,0,0,0,0,1,1,0,1,1,1,1,0,0,Improved
Mandera,282,Female,4,3,1,3,0,5000,0,1,1,0,0,0,0,0,0,1,1,1,2,0,1,1,0,0,Worsened
Lamu,178,Female,6,1,1,4,0,5000,0,1,1,0,0,0,0,0,0,1,1,1,2,0,1,0,1,0,Worsened
Vihiga,1430,Female,2,1,3,1,0,5000,1,1,1,0,1,1,1,0,1,1,0,9,3,1,0,0,0,0,Improved
Uasin Gishu,962,Female,2,1,3,1,0,5000,0,1,1,0,1,0,1,0,1,1,1,3,3,1,0,1,0,0,Worsened
Bungoma,1454,Male,3,2,2,1,0,5000,1,1,1,0,1,0,1,1,1,1,1,4,2,0,1,0,0,0,Worsened
Nairobi City,1791,Female,5,2,1,4,0,5000,0,0,0,3,0,0,0,0,0,0,3,0,1,1,1,1,1,1,Stayed the same
Kitui,504,Male,3,2,4,4,0,5000,0,1,1,0,1,0,1,0,1,1,0,6,3,1,1,1,1,0,Improved
Wajir,239,Male,2,3,3,1,0,5000,1,1,1,0,0,0,0,0,0,1,4,1,2,0,0,1,0,0,Worsened
Mombasa,44,Female,3,2,3,4,0,5000,0,1,1,8,0,0,0,0,0,1,3,0,3,1,1,1,1,1,Stayed the same
Nairobi City,1771,Male,3,2,3,4,0,5000,1,1,1,0,1,0,1,0,0,1,0,7,2,1,1,0,1,0,Improved
Kirinyaga,699,Male,4,2,2,4,0,5000,1,1,1,0,1,0,1,0,1,1,1,4,2,1,1,1,0,0,Worsened
Nakuru,1175,Female,3,2,2,4,0,5000,0,1,1,0,0,0,1,0,0,1,4,3,1,0,1,1,0,0,Stayed the same
Embu,457,Female,4,2,2,4,0,5000,0,1,1,0,1,1,0,1,1,1,3,5,3,1,1,1,1,0,Stayed the same
Machakos,534,Female,6,3,2,4,0,5000,1,1,1,0,1,0,0,0,0,1,0,3,2,1,1,1,1,1,Improved
Wajir,240,Female,1,1,3,1,0,5000,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,Worsened
Elgeyo-Marakwet,991,Female,5,2,2,4,0,5000,1,1,1,3,0,0,1,1,1,1,1,4,3,0,1,0,1,0,Worsened
Kisii,1703,Male,4,1,3,4,0,5000,1,1,1,0,0,0,1,0,1,1,1,3,1,0,0,0,1,0,Improved
Homabay,1605,Female,5,2,2,3,0,5000,0,1,1,0,1,0,1,0,0,1,1,5,2,1,1,1,1,1,Worsened
Wajir,1845,Female,4,3,1,3,0,5000,0,1,1,0,0,0,0,0,0,1,4,1,0,1,1,1,1,1,Stayed the same
Mombasa,21,Female,3,2,3,1,0,5000,0,1,1,0,1,0,1,0,0,1,0,9,3,1,1,0,1,1,Improved
Nakuru,1165,Male,5,1,4,4,0,5000,0,1,1,0,1,0,1,0,0,1,0,15,3,1,1,1,1,0,Stayed the same
Nyandarua,623,Female,5,3,3,1,0,5000,1,1,1,0,1,0,0,0,0,1,0,4,2,1,0,1,0,0,Worsened
Kitui,499,Female,5,3,3,4,0,5000,0,1,1,0,0,0,0,0,0,1,3,1,1,1,1,1,0,0,Worsened
Kiambu,768,Male,2,1,4,1,0,5000,1,1,1,0,0,0,0,0,0,1,0,3,2,1,1,1,1,0,Stayed the same
Nyeri,652,Female,6,2,2,3,0,5000,1,1,1,0,0,0,0,1,0,1,3,4,1,1,1,1,1,1,Stayed the same
Nyandarua,638,Male,6,2,4,4,0,5000,0,1,1,0,1,0,0,0,0,1,0,8,3,1,1,1,1,0,Stayed the same
Kajiado,1242,Male,5,2,1,4,0,5000,1,1,1,0,0,1,1,0,0,1,0,7,1,1,1,0,0,0,Worsened
Samburu,904,Male,4,2,2,4,0,5000,1,1,1,0,1,1,0,1,1,1,8,11,3,0,0,0,1,1,Worsened
Siaya,1526,Female,6,2,2,3,1,5000,0,1,1,0,0,0,1,0,1,1,1,2,0,0,1,0,0,0,Worsened
Narok,1203,Male,6,2,3,4,0,5000,0,1,1,0,1,0,0,0,0,1,0,5,2,0,1,1,1,1,Worsened
Samburu,912,Male,4,2,3,4,0,5000,0,1,1,0,1,0,1,0,0,1,0,11,3,0,0,0,0,0,Worsened
Kwale,70,Male,4,2,2,4,0,5000,1,1,1,0,1,0,1,0,0,1,1,4,3,0,1,0,1,0,Worsened
Meru,365,Male,1,2,3,1,0,5000,0,0,0,2,0,0,0,0,0,0,2,0,3,0,1,1,1,1,Improved
Garissa,230,Female,6,2,1,1,0,5000,1,1,1,0,0,0,0,0,0,1,3,1,1,0,0,0,0,0,Stayed the same
Nairobi City,1796,Male,2,2,2,2,0,5000,0,1,1,0,1,0,1,0,1,1,3,4,0,0,1,0,1,0,Improved
Migori,1648,Female,3,2,3,4,0,5000,1,1,1,0,0,1,1,1,0,1,1,7,1,1,1,0,0,0,Worsened
Nairobi City,1772,Female,2,1,3,1,0,5000,1,1,1,8,0,0,0,0,0,1,1,0,3,0,0,1,1,0,Stayed the same
Kwale,84,Female,4,2,2,4,0,5000,1,1,1,0,1,0,1,0,0,1,0,4,3,1,0,1,0,0,Worsened
Kakamega,1366,Male,3,2,3,1,0,5000,1,1,1,0,1,1,1,1,0,1,1,7,3,0,1,0,1,0,Worsened
Taita-Taveta,194,Male,6,2,2,3,0,5000,1,1,1,0,0,0,0,0,0,1,1,1,2,0,1,1,1,0,Worsened
Isiolo,329,Male,6,2,2,4,0,5000,0,1,1,0,1,0,0,1,1,1,0,4,3,1,1,0,1,0,Improved
West Pokot,873,Female,3,2,2,1,0,5000,0,0,1,0,1,0,0,0,0,1,4,2,2,0,0,1,1,0,Stayed the same
Tana River,144,Male,6,1,1,4,0,5000,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,Worsened
Kwale,81,Male,3,2,4,4,0,5000,1,1,1,0,0,0,1,0,1,1,0,2,3,1,1,0,1,0,Stayed the same
Nairobi City,1775,Male,4,1,3,4,0,5000,1,1,1,0,0,0,1,1,1,1,1,3,2,0,0,0,0,0,Stayed the same
Kilifi,102,Male,5,2,2,4,1,5000,1,1,1,0,0,0,0,0,0,1,1,1,2,0,0,1,0,0,Worsened
Samburu,914,Male,4,1,3,1,0,5000,1,1,1,0,1,0,0,1,0,1,3,6,3,0,0,0,1,1,Improved
Mandera,278,Female,3,3,1,4,0,5000,0,1,1,0,0,0,0,0,0,1,4,1,2,0,1,1,0,0,Worsened
Vihiga,1407,Male,1,2,2,1,0,5000,0,0,0,2,0,0,0,0,0,0,2,0,2,0,1,1,1,0,Improved
Nyandarua,605,Female,4,1,2,4,0,5000,0,1,1,0,1,1,1,1,1,1,1,6,2,0,1,0,1,0,Worsened
Turkana,839,Female,3,2,2,4,0,5000,0,0,1,0,0,0,1,1,1,1,8,3,2,0,0,1,0,0,Worsened
Marsabit,294,Female,4,2,1,4,0,5000,1,1,1,0,0,0,0,0,0,1,1,1,1,0,1,0,1,0,Worsened
Meru,370,Female,4,2,2,4,0,5000,0,1,1,0,0,1,1,0,0,1,1,6,2,1,0,1,0,0,Stayed the same
Taita-Taveta,193,Female,4,2,2,4,0,5000,0,1,1,0,0,1,1,1,1,1,1,6,3,0,1,0,0,0,Worsened
Tana River,131,Male,4,2,1,4,1,5000,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,Worsened
Meru,385,Male,3,2,3,1,0,5000,0,1,1,0,1,0,1,0,0,1,0,9,2,1,1,1,1,0,Stayed the same
Isiolo,332,Male,2,1,1,1,0,5000,0,1,1,0,1,0,1,0,1,1,1,3,3,0,0,1,0,0,Worsened
West Pokot,859,Female,3,1,2,4,0,5000,1,1,1,0,1,1,0,0,0,1,4,6,1,1,0,1,1,0,Improved
Kisumu,1592,Female,2,2,3,1,0,5000,1,0,1,7,0,0,0,0,0,1,1,0,2,0,1,1,0,0,Worsened
Embu,464,Male,3,1,2,2,0,5000,0,1,1,0,1,0,0,0,0,1,0,7,2,1,1,1,1,1,Improved
Kakamega,1377,Male,3,2,2,4,0,5000,0,1,1,0,1,1,0,0,0,1,0,8,2,1,1,1,1,0,Worsened
Nandi,1040,Female,4,1,3,4,0,5000,0,1,1,0,1,0,1,1,1,1,4,9,3,0,0,0,1,0,Worsened
Garissa,231,Female,2,1,1,2,0,5000,0,1,1,0,0,0,0,0,0,1,1,1,2,1,0,1,0,0,Worsened
Kisumu,1603,Female,3,1,3,1,0,5000,0,1,1,0,0,0,1,0,1,1,0,6,2,0,0,1,1,0,Improved
Kericho,1310,Male,5,1,3,4,0,5000,0,1,1,0,1,0,1,0,0,1,1,8,1,1,1,1,1,0,Improved
Mandera,280,Male,3,3,1,3,0,5000,0,1,1,0,0,0,0,0,0,1,1,1,3,0,1,1,0,0,Worsened
Nyamira,1744,Female,1,1,5,1,0,5000,1,0,1,2,0,0,0,1,0,1,2,0,3,0,1,1,1,0,Worsened
Kirinyaga,698,Female,6,1,1,3,0,5000,0,1,1,0,0,0,0,0,0,1,0,4,1,0,1,1,0,0,Worsened
Kilifi,96,Male,3,2,3,4,0,5000,0,1,1,0,1,0,0,0,0,1,1,4,3,1,0,1,1,0,Improved
Turkana,822,Female,4,3,1,4,0,5000,0,1,1,0,0,0,0,1,0,1,1,2,2,0,0,1,0,0,Worsened
Kakamega,1376,Female,4,2,3,4,0,5000,0,1,1,0,1,1,1,1,1,1,3,7,2,1,1,0,0,0,Stayed the same
Makueni,587,Female,3,2,3,4,0,5000,1,1,1,0,1,1,1,1,1,1,1,8,2,1,1,1,1,0,Worsened
Kwale,56,Male,3,2,3,1,0,5000,1,1,1,0,1,0,0,1,1,1,0,8,3,1,1,0,1,0,Worsened
Makueni,576,Female,3,2,2,4,0,5000,1,0,1,0,0,0,1,0,0,1,1,3,2,0,1,1,1,0,Improved
Vihiga,1424,Male,2,2,3,1,1,5000,1,0,0,7,0,0,0,0,0,0,2,0,2,0,0,1,0,0,Stayed the same
Tharaka-Nithi,412,Female,3,2,3,2,0,5000,1,1,1,0,0,0,1,1,1,1,1,4,2,0,0,0,0,0,Worsened
Mandera,272,Male,2,2,3,1,0,5000,0,0,1,7,0,0,0,0,0,1,1,0,1,1,0,1,1,0,Stayed the same
Kericho,1275,Male,3,2,2,4,0,5000,0,1,1,0,1,0,1,0,0,1,0,10,3,1,1,1,1,0,Worsened
Migori,1654,Female,2,2,2,1,0,5000,1,1,1,0,1,0,0,0,0,1,5,2,2,0,1,1,1,0,Improved
Bomet,1330,Female,2,2,3,1,0,5000,0,0,1,7,1,0,0,0,0,1,4,2,2,0,1,1,0,0,Stayed the same
Tharaka-Nithi,429,Male,3,1,4,4,0,5000,0,1,1,0,1,0,1,0,1,1,0,9,3,1,1,1,1,1,Improved
Makueni,578,Female,3,2,2,4,0,5000,0,1,1,0,1,0,1,1,0,1,1,4,3,0,1,1,0,0,Improved
Tharaka-Nithi,402,Female,3,2,3,4,0,5000,1,1,1,0,0,1,1,1,1,1,0,13,2,0,0,0,1,0,Worsened
Kisii,1716,Male,3,2,3,1,0,5000,1,1,1,0,0,0,1,0,1,1,1,3,1,1,1,1,0,0,Improved
Wajir,1842,Male,6,1,1,4,0,5000,0,0,0,6,0,0,0,1,1,0,8,1,1,0,0,0,1,1,Improved
Kisumu,1577,Female,6,1,3,4,0,5000,0,1,1,0,1,1,0,1,0,1,0,8,2,0,1,1,1,0,Worsened
Migori,1667,Female,1,2,2,1,0,5000,0,0,1,7,0,0,0,0,0,1,1,0,1,0,0,1,0,0,Stayed the same
West Pokot,882,Female,3,2,4,4,0,5000,0,1,1,0,1,0,0,1,0,1,0,6,0,0,1,1,1,1,Worsened
Isiolo,326,Female,2,1,1,4,0,5000,0,1,1,0,0,1,0,1,1,1,1,4,2,0,1,1,1,0,Worsened
Murang'a,729,Male,3,2,3,4,0,5000,0,1,1,0,1,1,1,1,1,1,3,7,3,1,0,1,1,1,Worsened
Migori,1678,Female,2,2,2,4,0,5000,0,1,1,0,0,0,0,0,0,1,4,1,2,1,1,1,1,0,Improved
Nakuru,1186,Female,3,2,3,4,0,5000,1,1,1,0,1,1,1,1,1,1,0,12,3,0,0,0,1,0,Worsened
Mandera,265,Male,5,3,1,4,0,5000,0,1,1,0,0,0,0,0,0,1,1,1,2,1,1,1,1,0,Stayed the same
Kirinyaga,717,Male,3,2,4,2,0,5000,1,1,1,0,1,0,1,0,1,1,0,11,3,1,1,0,1,0,Worsened
Wajir,238,Male,5,3,1,4,0,5000,1,1,1,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,Worsened
Nandi,1061,Male,3,2,3,4,0,5000,0,1,1,0,1,0,1,0,0,1,0,6,3,1,1,1,0,0,Improved
Meru,396,Female,3,2,3,4,0,5000,1,1,1,0,1,0,1,1,1,1,1,5,3,1,0,0,0,0,Worsened
Uasin Gishu,972,Female,3,1,4,4,0,5000,0,1,1,0,1,0,1,1,1,1,1,9,1,1,0,0,0,0,Stayed the same
Nakuru,1165,Female,4,2,2,1,0,5000,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,Worsened
Narok,1200,Male,5,1,2,4,0,5000,1,0,0,7,0,0,0,0,0,0,5,0,2,1,1,1,0,0,Stayed the same
Nyamira,1764,Male,2,2,3,1,0,5000,0,1,1,0,1,0,0,0,0,1,4,2,1,1,1,1,0,0,Improved
Bomet,1326,Female,6,2,2,3,0,5000,1,1,1,0,1,0,1,0,0,1,3,5,1,1,1,0,1,0,Worsened
Kiambu,821,Male,3,1,3,4,0,5000,1,1,1,0,1,0,1,1,0,1,0,11,3,1,1,0,1,0,Stayed the same
Marsabit,293,Female,2,2,1,4,0,5000,1,1,1,0,0,1,0,1,0,1,1,4,2,0,0,0,0,0,Worsened
Migori,1676,Female,2,1,4,1,0,5000,0,1,1,0,1,0,1,0,0,1,1,5,2,0,0,0,0,0,Worsened
Laikipia,1131,Female,4,3,2,2,0,5000,1,1,1,0,1,1,1,1,0,1,3,10,3,1,0,0,1,1,Worsened
Tana River,155,Female,4,2,3,4,0,5000,0,1,1,0,1,0,0,0,0,1,0,4,2,0,0,1,0,0,Worsened
Mombasa,14,Female,3,2,3,1,0,5000,1,1,1,0,0,0,1,0,1,1,1,3,2,0,0,1,1,1,Stayed the same
Migori,1657,Female,3,2,2,3,0,5000,0,1,1,0,0,0,0,0,0,1,1,1,3,0,1,1,0,0,Worsened
Samburu,899,Female,6,2,1,3,1,5000,0,0,0,7,0,0,0,1,0,0,1,1,2,0,1,0,0,0,Worsened
Busia,1504,Female,2,2,2,4,0,5000,1,0,1,2,0,1,0,1,0,1,2,2,3,0,0,0,1,1,Worsened
Meru,358,Female,5,2,3,3,0,5000,1,1,1,0,1,1,1,1,1,1,1,8,3,0,0,0,1,0,Stayed the same
Nyamira,1740,Female,6,2,1,4,0,5000,0,1,1,0,0,1,0,0,0,1,1,3,2,0,1,0,0,0,Worsened
Kakamega,1395,Female,1,2,2,1,0,5000,0,1,1,2,0,0,0,0,0,1,2,0,3,0,0,1,0,0,Improved
Embu,457,Male,2,2,2,1,0,5000,0,1,1,0,0,0,1,0,0,1,1,2,2,0,1,0,0,0,Stayed the same
Bomet,1317,Male,4,2,2,1,0,5000,0,1,1,0,0,0,0,0,0,1,1,1,2,1,1,1,0,0,Stayed the same
Busia,1509,Female,3,2,3,1,0,5000,0,1,1,0,0,0,0,0,0,1,6,1,2,0,0,0,0,0,Worsened
Nyeri,645,Female,3,2,4,4,0,5000,0,1,1,0,0,0,1,1,1,1,0,14,3,0,1,0,1,0,Stayed the same
Nyamira,1757,Female,2,2,4,4,0,5000,0,1,1,0,0,0,0,0,0,1,1,2,1,1,1,1,0,0,Stayed the same
Nyamira,1737,Male,3,1,3,4,0,5000,1,1,1,0,1,0,1,0,1,1,3,3,3,0,1,0,1,0,Worsened
Turkana,853,Female,3,2,2,4,0,5000,0,1,1,0,1,0,0,0,0,1,1,2,2,0,0,1,1,0,Improved
Kiambu,809,Male,3,2,3,1,0,5000,0,1,1,0,1,0,1,1,1,1,0,7,3,1,1,1,1,0,Improved
Taita-Taveta,211,Female,2,2,3,4,0,5000,1,1,1,0,1,0,0,0,0,1,0,2,2,1,1,1,1,1,Improved
Homabay,1621,Male,6,1,2,3,0,5000,1,1,1,0,1,0,0,1,0,1,1,2,3,0,0,1,0,0,Worsened
Nairobi City,1814,Male,5,2,2,4,0,5000,1,1,1,0,1,0,0,1,1,1,1,3,1,0,1,0,1,0,Worsened
Machakos,516,Female,4,2,2,4,0,5000,0,1,1,0,0,0,1,1,1,1,1,3,3,0,1,1,1,1,Worsened
Busia,1501,Female,6,2,1,3,0,5000,1,0,0,1,0,0,0,0,0,0,1,1,2,0,0,0,0,0,Stayed the same
Tharaka-Nithi,414,Female,2,2,3,1,0,5000,0,0,0,7,0,0,0,1,1,0,2,1,2,0,0,1,0,0,Stayed the same
Kericho,1293,Male,4,1,2,4,0,5000,0,1,1,0,1,1,1,1,1,1,0,7,3,0,1,0,0,0,Worsened
Busia,1480,Male,4,2,2,4,0,5000,1,1,1,0,0,0,0,1,1,1,1,2,2,0,0,0,0,0,Worsened
Kericho,1275,Male,6,2,1,4,0,5000,1,1,1,0,0,0,0,0,0,1,0,2,2,1,1,1,0,0,Stayed the same
Kajiado,1266,Male,6,2,2,3,0,5000,1,1,1,0,1,0,1,0,0,1,0,5,2,0,0,0,0,0,Worsened
Bomet,1350,Female,3,2,4,4,0,5000,0,1,1,0,1,0,1,0,0,1,0,7,3,1,1,1,1,1,Improved
Narok,1207,Female,6,2,1,3,1,5000,1,1,1,0,1,0,1,1,1,1,4,4,1,0,1,0,0,0,Worsened
Bungoma,1443,Male,2,2,4,1,0,5000,1,0,1,0,0,0,0,1,0,1,1,2,2,1,1,1,0,0,Worsened
Bungoma,1461,Female,3,2,2,4,0,5000,0,1,1,0,1,0,0,0,0,1,4,1,3,0,0,0,0,0,Stayed the same
Kitui,497,Male,3,3,3,1,0,5000,0,1,1,0,0,0,0,0,0,1,1,2,2,1,1,1,0,0,Worsened
Mombasa,22,Female,4,2,3,4,0,5000,0,1,1,9,0,0,0,0,0,1,4,0,0,1,1,1,0,0,Stayed the same
Kirinyaga,717,Female,2,2,3,1,0,5000,0,1,1,2,0,0,0,0,0,1,2,0,3,1,1,1,0,0,Stayed the same
Nyeri,646,Male,3,2,3,1,0,5000,0,1,1,0,1,0,0,0,0,1,0,5,3,0,1,1,1,0,Stayed the same
Baringo,1077,Male,3,2,3,1,0,5000,0,1,1,0,1,0,1,0,1,1,1,4,1,0,1,0,1,1,Improved
Kwale,50,Male,3,2,1,4,0,5000,1,1,1,0,1,0,1,1,0,1,3,4,2,1,1,1,1,0,Worsened
West Pokot,870,Female,4,3,1,4,0,5000,0,0,1,0,0,0,1,0,1,1,4,2,1,0,0,0,1,1,Worsened
Siaya,1552,Male,4,2,3,4,0,5000,1,1,1,0,1,0,1,0,0,1,0,7,3,0,0,0,0,0,Stayed the same
Murang'a,740,Female,6,3,3,4,0,5000,1,1,1,0,0,0,0,1,0,1,1,2,3,1,0,0,0,0,Worsened
Kilifi,94,Female,3,2,3,1,0,5000,0,1,1,0,0,0,1,0,0,1,0,2,3,1,1,1,1,1,Worsened
Bomet,1321,Male,4,1,2,4,0,5000,1,1,1,0,0,1,1,0,0,1,5,4,3,1,0,0,1,0,Worsened
Bungoma,1441,Female,2,2,2,4,0,5000,0,1,1,0,1,0,1,0,1,1,1,3,2,1,0,0,0,0,Improved
Samburu,899,Female,2,3,1,3,0,5000,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,1,1,0,Worsened
Baringo,1077,Female,2,2,3,4,0,5000,1,1,0,0,0,1,1,0,0,1,1,2,2,1,0,1,1,1,Improved
Tharaka-Nithi,429,Female,3,2,4,4,0,5000,0,1,1,0,0,0,0,0,0,1,8,1,3,0,0,1,1,0,Stayed the same
Kirinyaga,715,Female,4,2,4,4,0,5000,0,1,1,0,1,0,1,0,0,1,0,6,3,1,1,1,1,0,Improved
Meru,356,Male,6,2,2,4,0,5000,1,1,1,0,0,0,0,1,0,1,1,2,1,1,0,1,0,0,Worsened
Kwale,73,Male,3,2,2,1,0,5000,1,1,1,0,1,0,1,0,1,1,0,5,3,0,1,1,0,0,Worsened
Kericho,1294,Female,3,1,2,4,0,5000,0,1,1,0,1,1,0,1,1,1,1,4,2,1,1,1,0,0,Worsened
Bungoma,1479,Female,4,2,4,4,0,5000,1,1,1,0,1,0,0,0,0,1,1,4,2,1,1,1,0,0,Stayed the same
Narok,1195,Male,2,1,3,4,0,5000,1,1,1,0,1,0,1,0,1,1,0,8,3,1,0,1,1,1,Worsened
Mandera,286,Male,2,2,3,1,0,5000,0,0,1,1,0,0,0,0,0,1,1,0,1,1,1,1,1,0,Stayed the same
Machakos,524,Female,6,2,2,3,0,5000,1,1,1,0,0,0,0,1,1,1,1,2,1,0,1,1,0,0,Worsened
Kilifi,117,Male,3,2,4,4,0,5000,1,1,1,0,0,0,0,0,0,1,0,7,3,0,0,0,1,0,Worsened
Baringo,1070,Male,2,2,3,1,0,5000,0,0,0,2,0,0,0,0,0,0,2,0,2,0,1,1,0,0,Stayed the same
Migori,1650,Female,3,2,2,3,0,5000,0,1,1,0,0,1,1,1,1,1,1,5,2,1,1,1,0,0,Improved
Wajir,1839,Female,4,3,1,4,0,5000,0,1,1,0,1,0,0,1,0,1,1,4,2,1,0,1,1,1,Improved
Meru,351,Female,6,3,1,1,0,5000,0,0,0,7,0,0,0,1,1,0,1,1,2,1,0,1,0,0,Worsened
Kericho,1274,Female,6,2,2,3,0,5000,1,0,1,0,1,0,0,0,0,1,1,4,3,1,1,1,0,0,Improved
Baringo,1064,Female,2,2,3,4,0,5000,0,1,1,2,0,0,0,0,0,1,2,0,2,0,1,1,0,0,Worsened
Baringo,1082,Male,2,2,3,4,0,5000,0,0,1,0,1,0,1,1,0,1,0,5,2,0,1,1,0,0,Worsened
Kirinyaga,686,Female,2,1,3,1,0,5000,0,0,1,7,0,0,0,0,0,1,2,0,2,1,1,1,0,0,Improved
Kwale,84,Female,3,2,2,4,0,5000,0,1,1,0,1,0,0,0,0,1,0,2,2,1,1,1,1,1,Stayed the same
Nakuru,1165,Male,4,1,4,4,0,5000,0,1,1,0,1,0,1,0,0,1,0,8,1,0,0,1,1,1,Worsened
Nyandarua,635,Female,6,3,2,3,0,5000,0,0,0,7,0,0,0,0,0,1,0,1,1,1,0,1,0,0,Stayed the same
Tharaka-Nithi,417,Male,1,2,2,1,0,5000,0,0,0,7,0,0,0,0,0,0,2,0,2,0,0,1,0,0,Stayed the same
Elgeyo-Marakwet,1015,Female,5,2,1,4,0,5000,1,1,1,0,1,1,1,1,0,1,1,10,3,1,0,1,1,0,Stayed the same
Laikipia,1116,Male,6,3,3,2,0,5000,1,1,1,0,1,0,0,1,0,1,1,3,2,0,1,1,1,0,Worsened
Nairobi City,1788,Male,2,2,4,1,0,5000,0,1,1,0,1,1,1,0,0,1,0,11,2,1,1,1,1,0,Improved
Machakos,527,Female,5,2,2,4,0,5000,1,0,1,0,1,1,1,1,0,1,8,9,3,0,0,1,0,0,Worsened
Kiambu,791,Male,3,2,3,4,0,5000,1,1,1,0,1,1,1,0,0,1,0,13,1,1,1,0,1,0,Improved
Kwale,50,Female,2,2,2,1,0,5000,1,1,1,0,1,0,0,0,0,1,1,2,3,0,1,0,0,0,Worsened
Nyamira,1740,Male,5,2,3,4,0,5000,0,1,1,0,0,1,1,0,1,1,0,6,3,1,1,0,1,1,Stayed the same
Bungoma,1457,Female,2,2,2,4,0,5000,1,1,1,8,0,0,0,0,0,1,1,0,3,1,1,1,0,0,Improved
Nyamira,1733,Male,2,2,3,1,0,5000,0,0,0,7,0,0,0,0,0,0,1,0,1,1,1,1,0,0,Stayed the same
Kisii,1718,Male,4,1,4,4,0,5000,1,1,1,0,1,1,1,1,1,1,0,10,3,0,0,0,1,0,Worsened
Kericho,1292,Male,4,1,3,4,0,5000,0,1,1,0,1,1,1,1,1,1,1,7,3,0,1,0,0,0,Stayed the same
Kisii,1731,Male,6,2,3,4,0,5000,1,0,1,7,0,0,0,0,0,1,1,0,2,1,0,0,0,0,Worsened
